,age,body_type,diet,drinks,drugs,height,job,orientation,sex,smokes,status,diet_modifier,education_status_extracted,education_institution_extracted,ethnicities_pacific_islander,ethnicities_other,ethnicities_black,ethnicities_indian,ethnicities_middle_eastern,ethnicities_native_american,ethnicities_hispanic_/_latin,ethnicities_asian,ethnicities_white,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_extracted,sign_modifier_extracted,speaks_english,speaks_spanish,speaks_french,speaks_russian,speaks_c++,speaks_chinese,speaks_tagalog,speaks_esperanto,speaks_portuguese,speaks_japanese,speaks_lisp,speaks_ukrainian,speaks_german,speaks_sanskrit,speaks_thai,speaks_hindi,speaks_ancient,speaks_italian,speaks_sign,speaks_swedish,speaks_sign_language,speaks_romanian,speaks_latin,speaks_other,speaks_dutch,speaks_danish,speaks_arabic,speaks_hebrew,speaks_korean,speaks_gujarati,speaks_hawaiian,speaks_farsi,speaks_afrikaans,speaks_yiddish,speaks_hungarian,speaks_vietnamese,speaks_indonesian,speaks_latvian,speaks_irish,speaks_swahili,speaks_rotuman,speaks_czech,speaks_icelandic,speaks_norwegian,speaks_tamil,speaks_greek,speaks_tibetan,speaks_catalan,speaks_croatian,speaks_turkish,speaks_armenian,speaks_mongolian,speaks_serbian,speaks_polish,speaks_slovak,speaks_bengali,speaks_urdu,speaks_persian,speaks_welsh,speaks_khmer,speaks_ilongo,speaks_cebuano,speaks_malay,speaks_albanian,speaks_bulgarian,speaks_basque,speaks_occitan,speaks_finnish
9057,-0.9837166836112836,1,0,4,0,-0.3360402941454416,11,2,1,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,4,1,5,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,-1.1944664077661102,1,0,1,0,-0.08277524615069459,18,2,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9090,-0.4568423732242173,1,0,2,2,1.1835499938230407,16,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9109,0.8076559717047419,1,5,3,0,-0.3360402941454416,18,2,0,0,3,2,2,5,0,1,0,0,0,0,0,0,0,0,2,1,1,3,2,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,0.5969062475499154,1,0,4,0,1.6900800898125348,1,2,1,0,3,1,1,5,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,5,3,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120,-0.8783418215338703,6,0,4,0,-0.5893053421401887,18,2,0,0,3,1,2,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9121,-1.4052161319209366,0,0,0,0,-1.8556305821139238,18,2,0,4,3,1,2,7,0,0,1,0,0,0,0,0,0,0,2,1,1,4,2,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,0.2807816613176756,3,3,4,0,-1.0958354381296829,6,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9132,-0.14071778699197746,4,0,4,0,-1.0958354381296829,10,2,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9163,-0.14071778699197746,9,0,2,2,1.9433451378072817,5,2,1,2,3,1,1,7,0,0,0,0,0,0,1,0,0,0,2,1,1,3,0,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9173,3.7581521098723134,2,0,4,0,0.9302849458282936,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,8,1,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,0.49153138547250214,4,0,4,2,0.4237548498387995,7,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,9,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220,3.33665266156266,2,0,4,0,1.4368150418177876,12,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9233,-0.8783418215338703,2,0,4,0,-0.08277524615069459,10,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287,0.7022811096273287,2,0,4,0,-0.5893053421401887,16,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,4,2,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,-0.8783418215338703,3,0,2,0,-1.3491004861244298,20,2,0,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4,0,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9346,-1.51059099399835,4,0,4,0,0.9302849458282936,18,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,9,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9353,-1.089091545688697,3,4,2,0,-0.3360402941454416,5,2,0,3,3,1,2,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,3,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9358,-0.24609264906939074,3,0,4,0,-1.0958354381296829,12,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,2,7,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9366,0.17540679924026234,2,3,4,0,-1.8556305821139238,7,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9392,1.0184056958595684,4,5,4,0,1.1835499938230407,17,2,1,0,3,1,1,5,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9414,-1.2998412698435233,2,0,4,2,-0.5893053421401887,8,1,0,4,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9423,0.8076559717047419,5,0,3,0,0.4237548498387995,7,0,0,0,3,1,1,7,0,0,0,0,0,1,0,0,1,2,0,1,1,2,1,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9470,-0.6675920973790438,2,5,2,2,1.4368150418177876,18,2,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9482,-0.6675920973790438,3,3,4,2,-1.602365534119177,12,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,8,0,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9497,-0.35146751114680397,7,5,2,0,0.17048980184405246,12,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,3,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9530,-0.14071778699197746,10,5,3,0,-0.5893053421401887,16,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,-1.4052161319209366,3,3,4,0,-0.8425703901349357,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9573,0.17540679924026234,1,0,4,0,0.9302849458282936,17,2,1,0,3,1,2,5,0,0,0,0,0,0,0,0,1,0,2,1,1,7,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9580,-1.4052161319209366,2,0,4,0,-1.3491004861244298,12,0,0,0,3,1,2,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9590,-0.9837166836112836,4,5,3,0,-1.0958354381296829,12,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9634,-0.5622172353016305,3,0,4,0,-0.08277524615069459,7,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9649,-0.24609264906939074,1,0,2,2,0.17048980184405246,12,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9698,-0.6675920973790438,0,0,5,0,-0.8425703901349357,17,2,0,3,3,1,2,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9699,0.17540679924026234,3,0,4,0,-0.8425703901349357,16,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9711,0.5969062475499154,0,0,4,0,0.6770198978335465,17,2,1,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,5,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9751,1.4399051441692214,2,0,1,0,0.4237548498387995,12,2,1,0,3,1,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9769,0.2807816613176756,1,3,1,0,-0.3360402941454416,2,2,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,0,2,1,0,8,3,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9828,-0.7729669594564571,5,0,4,1,1.1835499938230407,3,2,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,8,3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9891,-1.089091545688697,4,5,4,0,0.4237548498387995,12,2,1,0,3,1,2,7,0,0,0,0,0,0,0,0,1,0,0,1,1,8,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9897,-0.03534292491456419,2,5,4,0,0.6770198978335465,7,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,0.07003193716284907,4,0,4,0,0.9302849458282936,3,2,1,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9914,0.9130308337821552,3,0,3,0,0.17048980184405246,0,2,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,8,1,9,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9953,2.5990286270207674,4,0,4,2,1.9433451378072817,17,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,8,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9978,-0.7729669594564571,2,0,4,0,0.6770198978335465,17,2,1,3,3,1,2,3,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10008,0.5969062475499154,4,4,4,0,-1.3491004861244298,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10073,-0.5622172353016305,4,5,4,2,0.17048980184405246,16,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,1,7,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10092,2.0721543166337013,2,0,2,0,-0.8425703901349357,5,2,0,0,3,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10146,2.0721543166337013,3,5,1,0,-0.8425703901349357,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10189,-1.4052161319209366,2,0,2,1,-1.602365534119177,18,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10191,-0.8783418215338703,3,0,4,0,-1.3491004861244298,3,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,0,4,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10208,-0.35146751114680397,4,0,3,0,0.9302849458282936,3,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,6,3,4,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10210,-0.24609264906939074,2,0,1,0,1.4368150418177876,12,2,1,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,6,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10214,-1.089091545688697,2,0,4,0,0.4237548498387995,18,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10216,0.7022811096273287,9,0,1,2,2.4498752337967757,3,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10242,0.7022811096273287,6,0,4,0,-0.08277524615069459,10,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10331,2.9151532132530074,10,0,4,0,-0.08277524615069459,1,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10348,0.2807816613176756,1,0,4,0,-0.3360402941454416,12,2,0,1,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10362,-0.4568423732242173,10,0,4,0,-1.0958354381296829,16,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,4,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10391,0.9130308337821552,3,0,4,0,-1.0958354381296829,8,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10400,2.5990286270207674,4,5,4,0,-0.08277524615069459,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
